Slice,Count,Total Area,Average Size,%Area,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret
ery23.jpg,89,3428.568,38.523,28.121,0.679,0.876,9.885,205.292,135.360,88.930,5.436
